Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Oslo - Blindern;SN18700;14.04.1946;5;10,9;1;0;0
Oslo - Blindern;SN18700;15.04.1946;8,7;15,3;2,5;0;0
Oslo - Blindern;SN18700;16.04.1946;8,3;12,6;5,4;0;0
Oslo - Blindern;SN18700;17.04.1946;6,4;9,2;6;0;0
Oslo - Blindern;SN18700;18.04.1946;6,6;10,8;1,2;4,6;0
Oslo - Blindern;SN18700;19.04.1946;6,5;12,8;-1,5;0;0
Oslo - Blindern;SN18700;20.04.1946;8,6;13,7;3,7;0,5;0
Oslo - Blindern;SN18700;21.04.1946;7,8;13,8;1,2;0;0
Oslo - Blindern;SN18700;22.04.1946;6,3;12,9;-0,8;0;0
Oslo - Blindern;SN18700;23.04.1946;5,2;10,2;-0,5;0;0
Oslo - Blindern;SN18700;24.04.1946;5,2;10;1,3;0;0
Oslo - Blindern;SN18700;25.04.1946;5,1;7,9;1,2;0;0
Oslo - Blindern;SN18700;26.04.1946;7,6;13;2,1;0,1;0
Oslo - Blindern;SN18700;27.04.1946;14,4;21,5;8,1;0;0
Oslo - Blindern;SN18700;28.04.1946;10,4;17,5;9,1;0;0
Oslo - Blindern;SN18700;29.04.1946;10,6;14,1;7,1;0;0
Oslo - Blindern;SN18700;30.04.1946;12;16,7;8,2;0;0
Oslo - Blindern;SN18700;01.05.1946;10,3;16,9;4,2;0;0
Oslo - Blindern;SN18700;02.05.1946;10;14,3;8;0;0
Oslo - Blindern;SN18700;03.05.1946;11,6;16,9;7,1;6,5;0
Oslo - Blindern;SN18700;04.05.1946;11,3;16,1;7,2;0;0
Oslo - Blindern;SN18700;05.05.1946;5,5;14;3,3;0;0
Oslo - Blindern;SN18700;06.05.1946;7,8;13,9;2,7;0,1;0
Oslo - Blindern;SN18700;07.05.1946;10,4;19,8;0,1;0;0
Oslo - Blindern;SN18700;08.05.1946;8,2;15,7;2,9;0;0
Oslo - Blindern;SN18700;09.05.1946;8,1;14,7;-0,3;0;0
Oslo - Blindern;SN18700;10.05.1946;9,1;15,5;3,9;0;0
Oslo - Blindern;SN18700;11.05.1946;8,7;13,9;3,2;0;0
Oslo - Blindern;SN18700;12.05.1946;6,5;10,7;4,8;0,1;0
Oslo - Blindern;SN18700;13.05.1946;6,8;11,9;1,3;3,2;0
Oslo - Blindern;SN18700;14.05.1946;7,5;11,9;3,5;0;0
Oslo - Blindern;SN18700;15.05.1946;7,3;10,9;3,2;4,9;0
Oslo - Blindern;SN18700;16.05.1946;9,4;14,4;5,2;0;0
Oslo - Blindern;SN18700;17.05.1946;7,8;12,5;2;0;0
Oslo - Blindern;SN18700;18.05.1946;11,3;18,5;2,1;0;0
Oslo - Blindern;SN18700;19.05.1946;11,7;17,9;6;0;0
Oslo - Blindern;SN18700;20.05.1946;12,2;18,5;4,2;0;0
Oslo - Blindern;SN18700;21.05.1946;14,3;20,9;5,1;0;0
Oslo - Blindern;SN18700;22.05.1946;15,1;21,2;8,6;0;0
Oslo - Blindern;SN18700;23.05.1946;13,3;19,6;5,1;0;0
Oslo - Blindern;SN18700;24.05.1946;13,7;20;5,2;0;0
Oslo - Blindern;SN18700;25.05.1946;15,5;22,1;5,2;0;0
Oslo - Blindern;SN18700;26.05.1946;17,9;23,8;9,4;0;0
Oslo - Blindern;SN18700;27.05.1946;18,7;26,4;9,1;0;0
Oslo - Blindern;SN18700;28.05.1946;19,6;26,9;10,2;0;0
Oslo - Blindern;SN18700;29.05.1946;20,1;28,4;11,2;0;0
Oslo - Blindern;SN18700;30.05.1946;20,8;27,4;12,6;0;0
Oslo - Blindern;SN18700;31.05.1946;16;25,6;14,4;0,4;0
Oslo - Blindern;SN18700;01.06.1946;14,5;19,2;12,2;0;0
Oslo - Blindern;SN18700;02.06.1946;11,7;17,4;8,9;0,9;0
Oslo - Blindern;SN18700;03.06.1946;12,1;15,7;10;7,2;0
Oslo - Blindern;SN18700;04.06.1946;13,9;20,1;6,1;2,7;0
Oslo - Blindern;SN18700;05.06.1946;11,5;16,9;8;0;0
Oslo - Blindern;SN18700;06.06.1946;13,5;16,8;11,4;9,1;0
Oslo - Blindern;SN18700;07.06.1946;13,6;18,6;8,1;0,2;0
Oslo - Blindern;SN18700;08.06.1946;13,1;19,1;4,6;0;0
Oslo - Blindern;SN18700;09.06.1946;9,9;16;8,2;0;0
Oslo - Blindern;SN18700;10.06.1946;12,3;16,5;8,6;38,4;0
Oslo - Blindern;SN18700;11.06.1946;12,1;16,1;9,5;12;0
Oslo - Blindern;SN18700;12.06.1946;11,5;16,1;8,6;18,7;0
Oslo - Blindern;SN18700;13.06.1946;12,6;18,1;6,2;4,1;0
Oslo - Blindern;SN18700;14.06.1946;13,8;17,4;9,1;0,2;0
Oslo - Blindern;SN18700;15.06.1946;9,9;16,8;8,2;0;0
Oslo - Blindern;SN18700;16.06.1946;13,8;18,5;8,2;1;0
Oslo - Blindern;SN18700;17.06.1946;12,7;17,2;9,2;0;0
Oslo - Blindern;SN18700;18.06.1946;12,1;15,9;11,1;4,1;0
Oslo - Blindern;SN18700;19.06.1946;13;18,8;8;7,2;0
Oslo - Blindern;SN18700;20.06.1946;14,7;19,4;10,5;0;0
Oslo - Blindern;SN18700;21.06.1946;12,9;17,4;8,2;0;0
Oslo - Blindern;SN18700;22.06.1946;15,1;19,9;11,2;0;0
Oslo - Blindern;SN18700;23.06.1946;15,9;22,6;8,2;0;0
Oslo - Blindern;SN18700;24.06.1946;17,6;23,2;13,1;0;0
Oslo - Blindern;SN18700;25.06.1946;14,7;21,9;14;4;0
Oslo - Blindern;SN18700;26.06.1946;15,7;19;13,1;2,1;0
Oslo - Blindern;SN18700;27.06.1946;15,8;21,1;12,2;0;0
Oslo - Blindern;SN18700;28.06.1946;14,7;18,7;12,3;0;0
Oslo - Blindern;SN18700;29.06.1946;15,9;21;10,7;8,1;0
Oslo - Blindern;SN18700;30.06.1946;14,7;20;10,2;0,2;0
Oslo - Blindern;SN18700;01.07.1946;14,6;20,5;7,1;1,6;0
Oslo - Blindern;SN18700;02.07.1946;16,8;22,8;9,5;0;0
Oslo - Blindern;SN18700;03.07.1946;18,6;23,7;14;0;0
Oslo - Blindern;SN18700;04.07.1946;18,7;22,4;15,7;4,2;0
Oslo - Blindern;SN18700;05.07.1946;17,6;22,8;15,2;1;0
Oslo - Blindern;SN18700;06.07.1946;15,9;19,4;13,4;10,8;0
Oslo - Blindern;SN18700;07.07.1946;15,9;20,7;12;2,8;0
Oslo - Blindern;SN18700;08.07.1946;18;23,9;11,4;2,2;0
Oslo - Blindern;SN18700;09.07.1946;19,6;24,7;14;0;0
Oslo - Blindern;SN18700;10.07.1946;16,7;21,9;13,4;0,4;0
Oslo - Blindern;SN18700;11.07.1946;17,5;22,9;11,4;0;0
Oslo - Blindern;SN18700;12.07.1946;19,7;25,7;10,9;0;0
Oslo - Blindern;SN18700;13.07.1946;20,9;26;14,1;0;0
Oslo - Blindern;SN18700;14.07.1946;20,5;26;16;0;0
Oslo - Blindern;SN18700;15.07.1946;20,8;25,4;17,2;0;0
Oslo - Blindern;SN18700;16.07.1946;18,9;24,9;14,2;0;0
Oslo - Blindern;SN18700;17.07.1946;20,1;25,3;12,4;0;0
Oslo - Blindern;SN18700;18.07.1946;19,2;23,8;12,3;0;0
Oslo - Blindern;SN18700;19.07.1946;17,6;23,7;11,3;0;0
Oslo - Blindern;SN18700;20.07.1946;17;20,9;13,4;0;0
Oslo - Blindern;SN18700;21.07.1946;16,9;19,9;13,2;0,8;0
Oslo - Blindern;SN18700;22.07.1946;16,2;21,4;12,1;1;0
Oslo - Blindern;SN18700;23.07.1946;16,4;20,5;11,8;2;0
Oslo - Blindern;SN18700;24.07.1946;17,6;23,7;14,1;0,1;0
Oslo - Blindern;SN18700;25.07.1946;19,2;23,7;17,2;0,3;0
Oslo - Blindern;SN18700;26.07.1946;19,2;25,2;13,4;0,1;0
Oslo - Blindern;SN18700;27.07.1946;15,8;21,5;12,5;0;0
Oslo - Blindern;SN18700;28.07.1946;16,7;20,8;14,2;15,5;0
Oslo - Blindern;SN18700;29.07.1946;14;18,8;9;0;0
Oslo - Blindern;SN18700;30.07.1946;13,9;18,8;11,2;5;0
Oslo - Blindern;SN18700;31.07.1946;14;16,9;11,7;2,9;0
Oslo - Blindern;SN18700;01.08.1946;16,1;22,8;11,7;4,4;0
Oslo - Blindern;SN18700;02.08.1946;17,3;21,9;12,2;4,1;0
Oslo - Blindern;SN18700;03.08.1946;14,8;18,9;12,7;0,2;0
Oslo - Blindern;SN18700;04.08.1946;16,9;23,6;9;0;0
Oslo - Blindern;SN18700;05.08.1946;18,3;24,4;10,1;0;0
Oslo - Blindern;SN18700;06.08.1946;17,5;22,6;12,2;0;0
Oslo - Blindern;SN18700;07.08.1946;15,5;20,3;13,9;0;0
Oslo - Blindern;SN18700;08.08.1946;15,4;19;13,2;14,7;0
Oslo - Blindern;SN18700;09.08.1946;13,3;16,8;12;7,1;0
Oslo - Blindern;SN18700;10.08.1946;13,6;17;9,5;5,9;0
Oslo - Blindern;SN18700;11.08.1946;16,2;19,5;13,4;36,9;0
Oslo - Blindern;SN18700;12.08.1946;14,6;19,8;8,2;0;0
Oslo - Blindern;SN18700;13.08.1946;12,8;16;11,5;0,1;0
Oslo - Blindern;SN18700;14.08.1946;14,9;18,7;11,9;24;0
Oslo - Blindern;SN18700;15.08.1946;14,9;19;12;5;0
Oslo - Blindern;SN18700;16.08.1946;13,1;16,8;10,7;0,1;0
Oslo - Blindern;SN18700;17.08.1946;13;18,8;8,2;0,3;0
Oslo - Blindern;SN18700;18.08.1946;13,5;18,5;8,7;0;0
Oslo - Blindern;SN18700;19.08.1946;15,1;20,8;9,7;0;0
Oslo - Blindern;SN18700;20.08.1946;15,5;21,3;11;0;0
Oslo - Blindern;SN18700;21.08.1946;17,7;22,8;12,5;0;0
Oslo - Blindern;SN18700;22.08.1946;16,2;23,9;8,2;0;0
Oslo - Blindern;SN18700;23.08.1946;15,8;21,6;10;0;0
Oslo - Blindern;SN18700;24.08.1946;16,5;21;12,7;0;0
Oslo - Blindern;SN18700;25.08.1946;17,1;23,9;10,3;0;0
Oslo - Blindern;SN18700;26.08.1946;16,9;20,9;13,2;0;0
Oslo - Blindern;SN18700;27.08.1946;14;18;11,1;0;0
Oslo - Blindern;SN18700;28.08.1946;12,8;15,6;10,8;0;0
Oslo - Blindern;SN18700;29.08.1946;13,5;14,8;12,1;0;0
Oslo - Blindern;SN18700;30.08.1946;14,2;18,8;12,1;26,1;0
Oslo - Blindern;SN18700;31.08.1946;14,7;20;11,2;7,8;0
Oslo - Blindern;SN18700;01.09.1946;13,5;16,7;13;1,2;0
Oslo - Blindern;SN18700;02.09.1946;14,5;18,9;11,5;33;0
Oslo - Blindern;SN18700;03.09.1946;12,7;16,7;11;0;0
Oslo - Blindern;SN18700;04.09.1946;14,1;18,7;10,8;0;0
Oslo - Blindern;SN18700;05.09.1946;14,9;18,4;12,3;0;0
Oslo - Blindern;SN18700;06.09.1946;14,7;17,8;11,4;1;0
Oslo - Blindern;SN18700;07.09.1946;15,2;19,1;12,9;0;0
Oslo - Blindern;SN18700;08.09.1946;12,5;17,4;8,2;0;0
Oslo - Blindern;SN18700;09.09.1946;12,9;15;12,1;0;0
Oslo - Blindern;SN18700;10.09.1946;13,1;17,6;10;9;0
Oslo - Blindern;SN18700;11.09.1946;10,2;14,3;6,1;2,8;0
Oslo - Blindern;SN18700;12.09.1946;13,5;18,2;7,3;0,9;0
Oslo - Blindern;SN18700;13.09.1946;11,8;15;9,5;0;0
Oslo - Blindern;SN18700;14.09.1946;12;13,9;10,1;11,9;0
Oslo - Blindern;SN18700;15.09.1946;12,3;16,1;10;11,5;0
Oslo - Blindern;SN18700;16.09.1946;11,7;17,8;6,2;0,4;0
Oslo - Blindern;SN18700;17.09.1946;11,1;16;5,4;0;0
Oslo - Blindern;SN18700;18.09.1946;11,6;15,8;9,7;15,9;0
Oslo - Blindern;SN18700;19.09.1946;9,1;12;6,6;15,6;0
Oslo - Blindern;SN18700;20.09.1946;10,8;15,5;6,6;29,7;0
Oslo - Blindern;SN18700;21.09.1946;10,2;17,4;4,1;0;0
Oslo - Blindern;SN18700;22.09.1946;8,8;12,2;2,7;0;0
Oslo - Blindern;SN18700;23.09.1946;12,1;15,1;11;5;0
Oslo - Blindern;SN18700;24.09.1946;9,9;15,5;3,5;0;0
Oslo - Blindern;SN18700;25.09.1946;9,7;14;4,1;0;0
Oslo - Blindern;SN18700;26.09.1946;11,6;14;8,7;0;0
Oslo - Blindern;SN18700;27.09.1946;13,7;14,5;12,6;0,1;0
Oslo - Blindern;SN18700;28.09.1946;14,2;15,4;13,2;7,1;0
Oslo - Blindern;SN18700;29.09.1946;9,1;14,9;5,7;0;0
Oslo - Blindern;SN18700;30.09.1946;7,7;13,3;3,2;0;0
Oslo - Blindern;SN18700;01.10.1946;8,6;14,9;1,9;0;0
Oslo - Blindern;SN18700;02.10.1946;5,1;10,1;1,1;0;0
Oslo - Blindern;SN18700;03.10.1946;4,8;9,2;-2,6;0;0
Oslo - Blindern;SN18700;04.10.1946;5,7;8,9;5,1;0;0
Oslo - Blindern;SN18700;05.10.1946;5,1;8,8;2,2;31,1;0
Oslo - Blindern;SN18700;06.10.1946;7,8;8,4;4,8;3;0
Oslo - Blindern;SN18700;07.10.1946;7;11,1;3,9;0;0
Oslo - Blindern;SN18700;08.10.1946;6,2;13,7;0,2;0;0
Oslo - Blindern;SN18700;09.10.1946;6,1;12,9;0,1;0;0
Oslo - Blindern;SN18700;10.10.1946;7,3;13,9;0,1;0;0
Oslo - Blindern;SN18700;11.10.1946;8,8;17,6;1,7;0;0
Oslo - Blindern;SN18700;12.10.1946;8,1;11,8;3,5;0;0
Oslo - Blindern;SN18700;13.10.1946;7,2;10,9;4,8;0;0
Oslo - Blindern;SN18700;14.10.1946;3,6;8,2;-0,9;0;0
Oslo - Blindern;SN18700;15.10.1946;7,2;13,2;1,7;0;0
Oslo - Blindern;SN18700;16.10.1946;7;14,4;1,1;0;0
Oslo - Blindern;SN18700;17.10.1946;6;11,1;0,2;0;0
Oslo - Blindern;SN18700;18.10.1946;5,5;12,2;0,2;0;0
Oslo - Blindern;SN18700;19.10.1946;3,5;8;0,4;0;0
Oslo - Blindern;SN18700;20.10.1946;5;6,5;1,6;0;0
Oslo - Blindern;SN18700;21.10.1946;5,9;10,3;1,3;0;0
Oslo - Blindern;SN18700;22.10.1946;0,7;7,7;-1,4;0,1;0
Oslo - Blindern;SN18700;23.10.1946;-2,8;1,9;-6,2;0;0
Oslo - Blindern;SN18700;24.10.1946;-1,7;1,1;-6,5;0;0
Oslo - Blindern;SN18700;25.10.1946;0,9;7;-2,8;0;0
Oslo - Blindern;SN18700;26.10.1946;1,7;3,9;-1,6;0;0
Oslo - Blindern;SN18700;27.10.1946;2,8;3,9;1,4;0;0
Oslo - Blindern;SN18700;28.10.1946;3,6;4,8;2,2;0;0
Oslo - Blindern;SN18700;29.10.1946;1,8;6,8;-0,4;0;0
Oslo - Blindern;SN18700;30.10.1946;0,6;3,9;-2,3;0;0
Oslo - Blindern;SN18700;31.10.1946;-1;1,9;-2,9;0;0
Oslo - Blindern;SN18700;01.11.1946;0,6;1,9;-2,8;0;0
Oslo - Blindern;SN18700;02.11.1946;3,5;4,4;1,3;5;0
Oslo - Blindern;SN18700;03.11.1946;5;5,7;4;13,9;0
Oslo - Blindern;SN18700;04.11.1946;4,1;5,6;3,6;4,9;0
Oslo - Blindern;SN18700;05.11.1946;5,7;7,8;3,1;0;0
Oslo - Blindern;SN18700;06.11.1946;7,4;7,7;6,2;0,1;0
Oslo - Blindern;SN18700;07.11.1946;6,3;8;5,2;15;0
Oslo - Blindern;SN18700;08.11.1946;4,8;8,2;1,9;8,7;0
Oslo - Blindern;SN18700;09.11.1946;4;7,8;-0,8;0;0
Oslo - Blindern;SN18700;10.11.1946;2,2;5,1;-0,5;0;0
Oslo - Blindern;SN18700;11.11.1946;0,7;2,6;-0,9;0;0
Oslo - Blindern;SN18700;12.11.1946;5,5;8,7;-1,7;0;0
Oslo - Blindern;SN18700;13.11.1946;1,2;7,4;-1,1;3,5;0
Oslo - Blindern;SN18700;14.11.1946;-2,8;1,1;-4,9;0,1;0
Oslo - Blindern;SN18700;15.11.1946;-4,7;-2,1;-7,9;0;0
Oslo - Blindern;SN18700;16.11.1946;-3,4;-2;-7;0;0
Oslo - Blindern;SN18700;17.11.1946;-0,4;1;-3,7;1,2;1
Oslo - Blindern;SN18700;18.11.1946;-0,3;0,7;-0,8;0,1;1
Oslo - Blindern;SN18700;19.11.1946;-2,8;-0,1;-4,3;0,1;1
Oslo - Blindern;SN18700;20.11.1946;-2,7;-2,3;-3,6;0;1
Oslo - Blindern;SN18700;21.11.1946;0,9;1,9;-2,7;1,7;2
Oslo - Blindern;SN18700;22.11.1946;5,4;7;1,5;12,7;0
Oslo - Blindern;SN18700;23.11.1946;3;5,1;1,3;4,9;0
Oslo - Blindern;SN18700;24.11.1946;6,8;7,6;2,2;0,2;0
Oslo - Blindern;SN18700;25.11.1946;7,7;8,8;5,7;6,3;0
Oslo - Blindern;SN18700;26.11.1946;7,2;8,6;6,7;0,5;0
Oslo - Blindern;SN18700;27.11.1946;4,8;7,9;3,7;1;0
Oslo - Blindern;SN18700;28.11.1946;6,8;9,4;4,2;6,8;0
Oslo - Blindern;SN18700;29.11.1946;5,4;6,9;3,9;1;0
Oslo - Blindern;SN18700;30.11.1946;1,9;4,3;0,4;10,1;0
Oslo - Blindern;SN18700;01.12.1946;2,7;4;2;9,7;0
Oslo - Blindern;SN18700;02.12.1946;2,3;3;1,6;5,5;0
Oslo - Blindern;SN18700;03.12.1946;2,7;3,2;1,1;8,5;0
Oslo - Blindern;SN18700;04.12.1946;2,2;3,7;0,7;1,8;0
Oslo - Blindern;SN18700;05.12.1946;1,9;2,7;1,1;3,8;0
Oslo - Blindern;SN18700;06.12.1946;1,5;2;1;2,3;0
Oslo - Blindern;SN18700;07.12.1946;1,4;2,1;1;3,9;0
Oslo - Blindern;SN18700;08.12.1946;0,6;1,9;0;1,2;0
Oslo - Blindern;SN18700;09.12.1946;2,2;3;0,2;5,3;0
Oslo - Blindern;SN18700;10.12.1946;1,9;3,1;0,7;0,9;0
Oslo - Blindern;SN18700;11.12.1946;0,8;2;0,1;12,2;0
Oslo - Blindern;SN18700;12.12.1946;0,2;1;-0,4;5,8;3
Oslo - Blindern;SN18700;13.12.1946;-0,8;0,7;-1,9;4;5
Oslo - Blindern;SN18700;14.12.1946;-3,5;-1,3;-4,3;0,1;4
Oslo - Blindern;SN18700;15.12.1946;-6,9;-2,9;-9,1;0;4
Oslo - Blindern;SN18700;16.12.1946;-12,9;-8;-14,5;0;4
Oslo - Blindern;SN18700;17.12.1946;-14,6;-13;-15,9;0;4
Oslo - Blindern;SN18700;18.12.1946;-8,3;-5,9;-15,3;0;4
Oslo - Blindern;SN18700;19.12.1946;-7,4;-5,9;-9;0;5
Oslo - Blindern;SN18700;20.12.1946;-10,2;-7,5;-10,9;0;5
Oslo - Blindern;SN18700;21.12.1946;-6,2;-4,6;-10,2;0;5
Oslo - Blindern;SN18700;22.12.1946;-0,5;1;-5,1;0;5
Oslo - Blindern;SN18700;23.12.1946;3,2;4,2;1;3,2;4
Oslo - Blindern;SN18700;24.12.1946;2;3,7;1,6;3;0
Oslo - Blindern;SN18700;25.12.1946;1,1;2,2;0,1;2,1;0
Oslo - Blindern;SN18700;26.12.1946;4,1;5;0,3;5,5;0
Oslo - Blindern;SN18700;27.12.1946;2,8;4,1;1,5;0,2;0
Oslo - Blindern;SN18700;28.12.1946;0,8;2,3;0,1;0,1;0
Oslo - Blindern;SN18700;29.12.1946;0,7;1,3;0;2;1
Oslo - Blindern;SN18700;30.12.1946;-0,2;1;-1,1;0,2;1
Oslo - Blindern;SN18700;31.12.1946;0,1;1;-1,2;0,3;2
Oslo - Blindern;SN18700;01.01.1947;-1,4;0,4;-1,8;0;2
Oslo - Blindern;SN18700;02.01.1947;-1,3;-0,8;-1,9;0,2;1
Oslo - Blindern;SN18700;03.01.1947;-3;-0,4;-3,9;0,5;1
Oslo - Blindern;SN18700;04.01.1947;-2;-0,9;-2,6;0,3;1
Oslo - Blindern;SN18700;05.01.1947;-3,8;-1,9;-4,1;0;7
Oslo - Blindern;SN18700;06.01.1947;-8,2;-3,2;-9,9;0;7
Oslo - Blindern;SN18700;07.01.1947;-10;-7,8;-13,4;0;7
Oslo - Blindern;SN18700;08.01.1947;-6,3;-5,5;-8;0;7
Oslo - Blindern;SN18700;09.01.1947;-4,4;-3,8;-6,1;1;9
Oslo - Blindern;SN18700;10.01.1947;-7;-3,4;-7,8;0,4;9
Oslo - Blindern;SN18700;11.01.1947;-8,4;-6,8;-9;0,1;8
Oslo - Blindern;SN18700;12.01.1947;-8,9;-7,9;-9,8;0,2;8
Oslo - Blindern;SN18700;13.01.1947;-9;-7,6;-10,8;0;8
Oslo - Blindern;SN18700;14.01.1947;-6,2;-4,9;-8,8;5;11
Oslo - Blindern;SN18700;15.01.1947;-4,2;-1,1;-9,8;1,2;11
Oslo - Blindern;SN18700;16.01.1947;1,5;2,7;-3,7;6,5;16
Oslo - Blindern;SN18700;17.01.1947;3,3;6,5;1,4;4,1;9
Oslo - Blindern;SN18700;18.01.1947;-0,2;6;-3,9;0,3;5
Oslo - Blindern;SN18700;19.01.1947;-1,8;3,3;-4,8;0;5
Oslo - Blindern;SN18700;20.01.1947;-0,4;2,7;-5,2;0;5
Oslo - Blindern;SN18700;21.01.1947;-2,8;0,9;-4,4;0;5
Oslo - Blindern;SN18700;22.01.1947;-4,7;-3;-5,8;0;5
Oslo - Blindern;SN18700;23.01.1947;-4,8;-2,4;-6,9;0;5
Oslo - Blindern;SN18700;24.01.1947;-1,5;3,1;-5;1,9;8
Oslo - Blindern;SN18700;25.01.1947;0,7;3,4;-0,9;0,2;8
Oslo - Blindern;SN18700;26.01.1947;-2,9;-0,4;-3,9;0;8
Oslo - Blindern;SN18700;27.01.1947;-4,4;-2,1;-4,8;0;8
Oslo - Blindern;SN18700;28.01.1947;-2,1;-1,1;-4,3;0,1;7
Oslo - Blindern;SN18700;29.01.1947;-2;-1,1;-2,2;0,3;7
Oslo - Blindern;SN18700;30.01.1947;-3,7;-1,8;-5,9;0;7
Oslo - Blindern;SN18700;31.01.1947;-3,5;-2,6;-4;1;9
Oslo - Blindern;SN18700;01.02.1947;-5,3;-2,9;-6;0,4;10
Oslo - Blindern;SN18700;02.02.1947;-6,2;-4,8;-6,9;0,1;10
Oslo - Blindern;SN18700;03.02.1947;-8,4;-6;-12,3;0;10
Oslo - Blindern;SN18700;04.02.1947;-6,5;-4,7;-7,9;0,2;10
Oslo - Blindern;SN18700;05.02.1947;-11,7;-7,9;-14,3;0;9
Oslo - Blindern;SN18700;06.02.1947;-15,1;-10,9;-18,9;0;9
Oslo - Blindern;SN18700;07.02.1947;-15,2;-11;-18,5;0,1;9
Oslo - Blindern;SN18700;08.02.1947;-13,5;-7,8;-17,8;0;9
Oslo - Blindern;SN18700;09.02.1947;-15;-9,9;-18,6;0;9
Oslo - Blindern;SN18700;10.02.1947;-15,9;-10,9;-20;0;9
Oslo - Blindern;SN18700;11.02.1947;-17,7;-12,4;-21;0;9
Oslo - Blindern;SN18700;12.02.1947;-14,6;-11,7;-17,9;0;9
Oslo - Blindern;SN18700;13.02.1947;-15,6;-10,9;-20,7;0,1;9
Oslo - Blindern;SN18700;14.02.1947;-10,3;-4,5;-14,6;0;9
Oslo - Blindern;SN18700;15.02.1947;-13,5;-7,7;-17;0;9
Oslo - Blindern;SN18700;16.02.1947;-12,3;-5,9;-16,9;0;9
Oslo - Blindern;SN18700;17.02.1947;-14,2;-10,3;-16,4;0;9
Oslo - Blindern;SN18700;18.02.1947;-13,8;-8,7;-18,2;0;9
Oslo - Blindern;SN18700;19.02.1947;-11;-4,6;-17,1;0;9
Oslo - Blindern;SN18700;20.02.1947;-9,4;-3,8;-12,2;0,1;10
Oslo - Blindern;SN18700;21.02.1947;-12,9;-6,2;-18,9;0;10
Oslo - Blindern;SN18700;22.02.1947;-10,4;-7,7;-13,8;0;10
Oslo - Blindern;SN18700;23.02.1947;-14,4;-8,9;-18,5;0;10
Oslo - Blindern;SN18700;24.02.1947;-13,8;-11,2;-19;0;10
Oslo - Blindern;SN18700;25.02.1947;-16,2;-10,7;-20,7;0;10
Oslo - Blindern;SN18700;26.02.1947;-17,2;-11,9;-21;0;10
Oslo - Blindern;SN18700;27.02.1947;-16,3;-12,9;-20,8;0;10
Oslo - Blindern;SN18700;28.02.1947;-14,4;-12,8;-16,1;1,1;11
Oslo - Blindern;SN18700;01.03.1947;-10,7;-9,1;-13,1;0;8
Oslo - Blindern;SN18700;02.03.1947;-8,9;-3,6;-12,1;0,1;8
Oslo - Blindern;SN18700;03.03.1947;-12,2;-4,2;-20;0;8
Oslo - Blindern;SN18700;04.03.1947;-2,2;4,9;-9,9;0;8
Oslo - Blindern;SN18700;05.03.1947;-9,3;0,1;-10,5;0;8
Oslo - Blindern;SN18700;06.03.1947;-10,5;-6,9;-12,4;0;8
Oslo - Blindern;SN18700;07.03.1947;-9,2;-6,9;-11,9;0;8
Oslo - Blindern;SN18700;08.03.1947;-8;-5,3;-10,5;0,1;8
Oslo - Blindern;SN18700;09.03.1947;-3;1,1;-8,1;0;8
Oslo - Blindern;SN18700;10.03.1947;-6,3;-0,6;-12,9;0;8
Oslo - Blindern;SN18700;11.03.1947;-8,2;-2,9;-13,7;0;5
Oslo - Blindern;SN18700;12.03.1947;-7,1;2,4;-15,1;0;4
Oslo - Blindern;SN18700;13.03.1947;-5,7;1,1;-13,1;0;4
Oslo - Blindern;SN18700;14.03.1947;-6,9;0,3;-13,9;0;4
Oslo - Blindern;SN18700;15.03.1947;-5;1,1;-13,8;0;4
Oslo - Blindern;SN18700;16.03.1947;-2,4;3,1;-7,9;0;4
Oslo - Blindern;SN18700;17.03.1947;-1,5;2,1;-4;2,8;5
Oslo - Blindern;SN18700;18.03.1947;-5,4;-0,1;-11,4;0;5
Oslo - Blindern;SN18700;19.03.1947;-3,2;1,9;-9,3;0;3
Oslo - Blindern;SN18700;20.03.1947;-1,9;1,1;-4,1;0,5;4
Oslo - Blindern;SN18700;21.03.1947;-3,8;3;-10;0;4
Oslo - Blindern;SN18700;22.03.1947;-2,7;-1,1;-3,8;4;9
Oslo - Blindern;SN18700;23.03.1947;-0,3;2,3;-3,6;0,7;9
Oslo - Blindern;SN18700;24.03.1947;2,3;3,4;1,1;11,1;7
Oslo - Blindern;SN18700;25.03.1947;1,2;2,3;0,6;4,5;2
Oslo - Blindern;SN18700;26.03.1947;1,9;7,1;-3,6;1,9;2
Oslo - Blindern;SN18700;27.03.1947;2,6;3,9;1;0,1;0
Oslo - Blindern;SN18700;28.03.1947;3,2;6,1;0;0,1;0
Oslo - Blindern;SN18700;29.03.1947;1,5;4,7;0,1;0;0
Oslo - Blindern;SN18700;30.03.1947;1,5;3,3;-0,2;0;0
Oslo - Blindern;SN18700;31.03.1947;-2,3;1,6;-3,1;10,1;1
Oslo - Blindern;SN18700;01.04.1947;-1,3;0,9;-2,8;6,5;5
Oslo - Blindern;SN18700;02.04.1947;-0,5;0,8;-1,8;4,9;9
Oslo - Blindern;SN18700;03.04.1947;0,7;5,2;-4,8;2,1;10
Oslo - Blindern;SN18700;04.04.1947;1,2;7,9;-5,9;0;6
Oslo - Blindern;SN18700;05.04.1947;0,6;6;-5,9;0,1;4
